DayOfWeek,DOT_ID_Operating_Airline,OriginWac,DestWac,Distance,CRSDepTime,CRSArrTime,DepDelayMinutes,ArrDelayMinutes
2,19393,33,42,837.0,750,1010,18.0,10.0
2,19393,33,22,1010.0,1650,1935,92.0,84.0
2,19393,33,22,1010.0,1115,1400,0.0,0.0
2,19393,33,64,1048.0,1750,1935,15.0,6.0
2,19393,33,64,1048.0,525,705,0.0,0.0
2,19393,33,41,997.0,845,1020,0.0,0.0
2,19393,33,41,997.0,2250,25,78.0,65.0
2,19393,33,41,997.0,1945,2125,23.0,27.0
2,19393,33,41,997.0,540,720,10.0,0.0
2,19393,33,72,488.0,1725,1800,0.0,0.0
2,19393,33,72,488.0,1025,1100,0.0,0.0
2,19393,33,72,488.0,530,610,0.0,0.0
2,19393,33,41,1011.0,1110,1300,1.0,0.0
2,19393,33,81,1788.0,1445,1600,14.0,11.0
2,19393,33,23,873.0,1825,2045,39.0,26.0
2,19393,33,15,1136.0,700,950,0.0,0.0
2,19393,33,36,587.0,1515,1705,0.0,0.0
2,19393,33,74,972.0,1130,1305,10.0,8.0
2,19393,33,52,727.0,1635,1845,6.0,0.0
2,19393,33,3,1237.0,2000,2300,7.0,0.0
2,19393,33,64,869.0,535,650,0.0,0.0
2,19393,33,64,869.0,2000,2120,0.0,0.0
2,19393,73,74,426.0,1205,1330,0.0,0.0
2,19393,73,74,238.0,1105,1210,0.0,0.0
2,19393,73,74,238.0,1845,1955,23.0,3.0
2,19393,73,74,238.0,1555,1700,0.0,0.0
2,19393,73,74,238.0,525,630,0.0,0.0
2,19393,73,82,541.0,2040,2125,26.0,25.0
2,19393,73,82,541.0,1525,1610,0.0,0.0
2,19393,73,82,541.0,515,600,0.0,0.0
2,19393,73,74,453.0,1905,2035,20.0,11.0
2,19393,73,74,453.0,610,740,0.0,0.0
2,19393,73,85,1076.0,1100,1145,1.0,1.0
2,19393,73,41,583.0,1430,1625,0.0,0.0
2,19393,73,41,583.0,1015,1210,10.0,0.0
2,19393,73,81,935.0,730,805,0.0,0.0
2,19393,73,64,351.0,1655,1810,0.0,0.0
2,19393,73,64,351.0,830,950,0.0,0.0
2,19393,81,82,639.0,635,930,0.0,0.0
2,19393,81,82,639.0,1535,1830,0.0,26.0
2,19393,81,74,945.0,1110,1540,0.0,0.0
2,19393,81,85,365.0,505,625,0.0,0.0
2,19393,81,85,365.0,1120,1240,0.0,0.0
2,19393,81,85,365.0,1450,1605,0.0,11.0
2,19393,81,91,451.0,1710,1845,0.0,0.0
2,19393,81,91,451.0,1025,1155,0.0,0.0
2,19393,81,91,368.0,1000,1115,0.0,0.0
2,19393,33,54,389.0,955,1130,0.0,0.0
2,19393,33,54,389.0,615,750,0.0,0.0
2,19393,33,35,819.0,1800,2110,71.0,94.0
2,19393,33,74,630.0,1110,1310,48.0,29.0
3,19393,86,74,619.0,1035,1315,2.0,0.0
3,19393,86,91,672.0,1820,1910,8.0,14.0
3,19393,86,74,580.0,640,925,0.0,0.0
3,19393,86,74,580.0,1030,1315,0.0,0.0
3,19393,86,74,580.0,1300,1545,28.0,22.0
3,19393,86,74,580.0,1805,2050,15.0,7.0
3,19393,86,82,349.0,505,630,0.0,0.0
3,19393,86,82,349.0,945,1110,0.0,0.0
3,19393,86,82,349.0,1725,1845,6.0,5.0
3,19393,86,82,349.0,1155,1310,0.0,0.0
3,19393,86,74,759.0,545,850,1.0,0.0
3,19393,86,74,759.0,1605,1910,5.0,0.0
3,19393,86,85,486.0,525,600,0.0,0.0
3,19393,86,85,486.0,1450,1520,0.0,0.0
3,19393,86,85,486.0,2105,2140,28.0,28.0
3,19393,86,91,677.0,1340,1435,0.0,0.0
3,19393,86,41,1121.0,1405,1745,0.0,0.0
3,19393,86,91,889.0,625,745,0.0,0.0
3,19393,86,81,328.0,1100,1120,0.0,0.0
3,19393,86,81,328.0,710,730,0.0,0.0
3,19393,86,81,328.0,2050,2105,74.0,67.0
3,19393,86,91,628.0,1420,1505,11.0,4.0
3,19393,22,35,289.0,605,720,0.0,0.0
3,19393,22,35,289.0,930,1045,0.0,0.0
3,19393,22,35,289.0,1525,1645,0.0,14.0
3,19393,22,35,289.0,1820,1940,0.0,0.0
3,19393,22,35,289.0,1225,1340,0.0,14.0
3,19393,22,35,289.0,1405,1520,0.0,0.0
3,19393,22,33,1073.0,1045,1345,0.0,0.0
3,19393,22,41,717.0,505,610,0.0,0.0
3,19393,22,41,717.0,1950,2055,1.0,6.0
3,19393,22,41,717.0,1235,1345,0.0,0.0
3,19393,74,74,418.0,645,755,83.0,85.0
3,19393,74,74,323.0,600,715,0.0,0.0
3,19393,74,74,323.0,1725,1835,0.0,0.0
3,19393,74,74,323.0,1035,1145,0.0,0.0
3,19393,74,74,323.0,1950,2100,0.0,20.0
3,19393,74,82,359.0,1400,1425,25.0,19.0
3,19393,74,85,758.0,1630,1640,0.0,5.0
3,19393,34,74,813.0,630,750,0.0,0.0
3,19393,34,74,813.0,1105,1230,2.0,0.0
3,19393,34,74,813.0,2000,2120,41.0,43.0
3,19393,34,54,214.0,1635,1645,8.0,7.0
3,19393,34,54,214.0,840,855,7.0,0.0
3,19393,34,54,214.0,2010,2025,11.0,0.0
3,19393,34,35,577.0,700,845,0.0,0.0
3,19393,34,35,577.0,1950,2140,114.0,99.0
3,19393,34,35,577.0,1220,1410,6.0,0.0
3,19393,34,35,577.0,2255,45,8.0,0.0
3,19393,34,44,554.0,815,1000,0.0,0.0
3,19393,34,44,447.0,810,945,0.0,0.0
3,19393,34,74,721.0,1515,1625,0.0,0.0
3,19393,34,74,721.0,2000,2110,56.0,47.0
3,19393,34,74,721.0,620,725,0.0,7.0
3,19393,34,74,721.0,820,925,0.0,0.0
3,19393,34,38,547.0,1605,1755,34.0,30.0
3,19393,34,38,547.0,820,1005,0.0,0.0
3,19393,34,38,547.0,1045,1230,0.0,0.0
3,19393,34,38,547.0,2025,2215,52.0,39.0
3,19393,34,82,1199.0,625,735,2.0,0.0
3,19393,34,82,1199.0,1355,1505,19.0,10.0
3,19393,34,82,1199.0,1850,2005,55.0,43.0
3,19393,34,33,581.0,800,955,0.0,0.0
3,19393,34,33,581.0,1650,1855,63.0,53.0
3,19393,34,33,581.0,2155,2355,24.0,0.0
3,19393,34,37,153.0,1010,1115,9.0,0.0
3,19393,34,37,153.0,2245,2345,0.0,0.0
3,19393,34,74,696.0,1800,1910,15.0,30.0
3,19393,34,74,696.0,2050,2200,199.0,182.0
3,19393,34,74,696.0,905,1010,11.0,0.0
3,19393,34,74,696.0,615,720,0.0,0.0
3,19393,34,38,534.0,1010,1155,9.0,0.0
3,19393,34,42,432.0,820,955,4.0,10.0
3,19393,34,42,432.0,2000,2130,95.0,82.0
3,19393,34,53,341.0,1335,1350,0.0,0.0
3,19393,34,53,341.0,2235,2255,11.0,5.0
3,19393,34,53,341.0,815,835,0.0,0.0
3,19393,34,33,270.0,1020,1135,4.0,0.0
3,19393,34,33,270.0,2210,2320,4.0,0.0
3,19393,34,85,1747.0,635,740,0.0,0.0
3,19393,34,22,762.0,610,825,0.0,0.0
3,19393,34,22,762.0,1520,1740,9.0,13.0
3,19393,34,22,762.0,1045,1300,0.0,0.0
3,19393,34,22,762.0,2025,2245,37.0,19.0
3,19393,34,71,453.0,820,850,1.0,1.0
3,19393,34,64,692.0,2000,2105,49.0,39.0
3,19393,34,64,692.0,815,925,0.0,0.0
3,19393,34,33,404.0,700,830,8.0,0.0
3,19393,34,33,404.0,1900,2030,13.0,43.0
3,19393,34,33,404.0,2200,2330,28.0,21.0
3,19393,34,33,404.0,1455,1625,0.0,0.0
3,19393,34,41,591.0,1330,1420,38.0,30.0
3,19393,34,41,591.0,1935,2030,67.0,55.0
3,19393,34,41,591.0,2105,2200,64.0,49.0
3,19393,34,41,591.0,825,920,2.0,0.0
3,19393,34,41,591.0,625,715,0.0,0.0
3,19393,34,54,332.0,2005,2025,75.0,66.0
3,19393,34,54,332.0,815,835,0.0,23.0
3,19393,34,33,594.0,2220,20,22.0,12.0
3,19393,34,33,594.0,1010,1210,14.0,5.0
3,19393,34,45,669.0,910,1015,7.0,0.0
3,19393,34,72,425.0,1430,1500,0.0,0.0
3,19393,34,72,425.0,2200,2230,7.0,0.0
3,19393,34,72,425.0,1010,1040,16.0,21.0
3,19393,34,37,317.0,2210,2325,43.0,30.0
3,19393,34,73,761.0,800,905,53.0,46.0
3,19393,34,65,821.0,840,1005,0.0,0.0
3,19393,34,33,545.0,1620,1805,7.0,4.0
3,19393,34,23,666.0,930,1135,9.0,0.0
3,19393,34,23,666.0,2200,5,8.0,0.0
3,19393,34,81,1587.0,615,710,1.0,0.0
3,19393,34,23,526.0,1330,1505,16.0,8.0
3,19393,34,36,356.0,2155,2320,2.0,0.0
3,19393,34,36,356.0,1015,1150,3.0,0.0
3,19393,34,38,481.0,2200,2335,27.0,8.0
3,19393,34,38,481.0,1015,1150,0.0,0.0
3,19393,34,33,515.0,2155,2335,16.0,8.0
3,19393,34,74,874.0,2030,2200,57.0,39.0
3,19393,34,74,874.0,815,940,0.0,0.0
3,19393,34,52,321.0,1725,1840,35.0,31.0
3,19393,34,33,444.0,1010,1145,26.0,10.0
3,19393,34,33,444.0,2210,2345,0.0,0.0
3,19393,34,64,484.0,700,740,0.0,0.0
3,19393,34,64,484.0,2010,2050,20.0,10.0
3,19393,34,64,484.0,1135,1210,21.0,12.0
3,19393,34,33,406.0,605,730,25.0,15.0
3,19393,34,33,406.0,2210,2335,19.0,5.0
3,19393,34,33,406.0,1220,1345,12.0,10.0
3,19393,74,86,619.0,1255,1335,0.0,2.0
3,19393,74,74,418.0,1935,2100,0.0,0.0
3,19393,74,34,813.0,540,855,0.0,0.0
3,19393,74,34,813.0,2105,20,0.0,0.0
3,19393,74,34,813.0,1635,1950,51.0,44.0
3,19393,74,54,756.0,1610,1820,0.0,0.0
3,19393,74,54,756.0,1225,1435,0.0,0.0
3,19393,74,54,756.0,2120,2325,0.0,0.0
3,19393,74,54,756.0,1830,2040,0.0,0.0
3,19393,74,54,756.0,640,850,46.0,34.0
3,19393,74,91,1241.0,955,1100,0.0,0.0
3,19393,74,35,1342.0,515,930,0.0,0.0
3,19393,74,35,1342.0,1105,1520,3.0,0.0
3,19393,74,35,1342.0,1705,2125,18.0,0.0
3,19393,74,37,1055.0,1450,1830,13.0,16.0
3,19393,74,44,1073.0,830,1205,0.0,0.0
3,19393,74,74,189.0,2155,2255,0.0,0.0
3,19393,74,74,189.0,740,840,0.0,0.0
3,19393,74,74,189.0,1800,1900,5.0,0.0
3,19393,74,74,189.0,2045,2145,0.0,0.0
3,19393,74,74,189.0,1300,1405,0.0,0.0
3,19393,74,74,189.0,900,1005,0.0,0.0
3,19393,74,74,189.0,535,635,0.0,0.0
3,19393,74,74,189.0,1530,1635,3.0,0.0
3,19393,74,74,189.0,1130,1235,3.0,0.0
3,19393,74,38,1315.0,1240,1655,0.0,0.0
3,19393,74,82,775.0,2040,2200,0.0,0.0
3,19393,74,82,775.0,505,620,0.0,0.0
3,19393,74,82,775.0,645,755,53.0,42.0
3,19393,74,82,775.0,1415,1525,7.0,0.0
3,19393,74,82,775.0,1850,2010,2.0,0.0
3,19393,74,82,775.0,2240,2355,19.0,0.0
3,19393,74,82,775.0,1100,1210,0.0,0.0
3,19393,74,33,710.0,1525,1720,7.0,0.0
3,19393,74,74,528.0,1605,1630,20.0,40.0
3,19393,74,74,528.0,735,805,0.0,0.0
3,19393,74,74,528.0,2015,2040,5.0,4.0
3,19393,74,33,1105.0,1705,2055,6.0,0.0
3,19393,74,33,1105.0,610,1000,0.0,0.0
3,19393,74,74,148.0,2015,2110,71.0,64.0
3,19393,74,74,148.0,840,935,0.0,0.0
3,19393,74,74,148.0,1420,1520,1.0,0.0
3,19393,74,74,148.0,1620,1715,0.0,5.0
3,19393,74,74,273.0,830,935,76.0,66.0
3,19393,74,74,273.0,1620,1725,17.0,16.0
3,19393,74,42,919.0,1310,1635,0.0,0.0
3,19393,74,85,1090.0,620,700,0.0,0.0
3,19393,74,85,1090.0,1355,1440,3.0,4.0
3,19393,74,85,1090.0,1745,1830,0.0,0.0
3,19393,74,85,1090.0,840,925,0.0,7.0
3,19393,74,85,1090.0,2155,2240,54.0,48.0
3,19393,74,91,1242.0,2205,2310,44.0,27.0
3,19393,74,91,1242.0,1715,1820,1.0,0.0
3,19393,74,91,1242.0,600,705,0.0,0.0
3,19393,74,74,341.0,2015,2125,1.0,0.0
3,19393,74,91,1226.0,1010,1105,0.0,0.0
3,19393,74,91,1226.0,1915,2010,0.0,0.0
3,19393,74,74,294.0,1955,2055,2.0,1.0
3,19393,74,64,650.0,1200,1350,0.0,0.0
3,19393,74,64,650.0,2000,2145,8.0,3.0
3,19393,74,33,994.0,525,905,0.0,0.0
3,19393,74,33,994.0,2005,2340,47.0,51.0
3,19393,74,33,994.0,945,1315,271.0,266.0
3,19393,74,33,994.0,1615,1950,0.0,85.0
3,19393,74,41,972.0,2155,20,0.0,0.0
3,19393,74,41,972.0,1425,1700,14.0,0.0
3,19393,74,41,972.0,845,1115,0.0,0.0
3,19393,74,41,972.0,1845,2115,1.0,0.0
3,19393,74,41,972.0,505,740,0.0,0.0
3,19393,74,33,1103.0,1440,1825,3.0,13.0
3,19393,74,63,1042.0,1510,1750,0.0,0.0
3,19393,74,72,444.0,500,625,0.0,0.0
3,19393,74,72,444.0,1730,1850,0.0,0.0
3,19393,74,72,444.0,1220,1345,0.0,0.0
3,19393,74,72,444.0,2050,2215,20.0,16.0
3,19393,74,91,1497.0,1340,1515,11.0,3.0
3,19393,74,73,358.0,945,1110,0.0,0.0
3,19393,74,91,1196.0,1200,1250,55.0,53.0
3,19393,74,41,977.0,805,1045,0.0,0.0
3,19393,74,41,977.0,1655,1940,7.0,4.0
3,19393,74,81,872.0,1015,1030,0.0,0.0
3,19393,74,81,872.0,2055,2115,0.0,0.0
3,19393,74,81,872.0,745,805,0.0,0.0
3,19393,74,81,872.0,1800,1820,2.0,0.0
3,19393,74,81,872.0,1505,1525,8.0,0.0
3,19393,74,36,1162.0,1525,1915,0.0,0.0
3,19393,74,91,1164.0,1235,1320,0.0,0.0
3,19393,74,91,1164.0,700,745,0.0,0.0
3,19393,74,91,1164.0,1705,1755,9.0,0.0
3,19393,74,91,1164.0,2100,2145,6.0,0.0
3,19393,74,91,1476.0,555,730,0.0,0.0
3,19393,74,91,1476.0,1415,1540,23.0,24.0
3,19393,74,91,1476.0,1035,1205,5.0,0.0
3,19393,74,87,1086.0,1045,1225,11.0,13.0
3,19393,74,91,1481.0,1115,1250,2.0,0.0
3,19393,74,91,1209.0,1740,1835,4.0,0.0
3,19393,74,64,721.0,1155,1355,0.0,0.0
3,19393,74,64,721.0,1700,1905,13.0,0.0
3,19393,74,64,721.0,755,955,0.0,0.0
3,19393,74,33,928.0,1845,2205,0.0,0.0
3,19393,74,33,928.0,1045,1410,0.0,0.0
3,19393,74,73,426.0,1355,1520,0.0,4.0
3,19393,11,54,852.0,1400,1525,0.0,0.0
3,19393,11,35,283.0,1510,1630,0.0,0.0
3,19393,11,35,283.0,1815,1930,0.0,0.0
3,19393,11,35,283.0,1340,1455,0.0,0.0
3,19393,11,35,283.0,725,840,0.0,1.0
3,19393,11,35,283.0,550,705,3.0,0.0
3,19393,11,33,1050.0,835,1120,1.0,0.0
3,19393,11,41,777.0,520,635,12.0,19.0
3,19393,11,41,777.0,1945,2105,39.0,37.0
3,19393,11,33,1111.0,1800,2055,13.0,12.0
3,19393,51,35,682.0,1110,1405,0.0,0.0
3,19393,51,74,587.0,1040,1225,5.0,0.0
3,19393,51,74,587.0,1830,2015,0.0,0.0
3,19393,51,82,1083.0,525,715,0.0,0.0
3,19393,51,74,570.0,535,720,0.0,0.0
3,19393,51,74,570.0,1200,1345,0.0,0.0
3,19393,51,33,479.0,1510,1745,18.0,14.0
3,19393,51,41,570.0,1615,1800,0.0,0.0
3,19393,51,41,570.0,1240,1425,2.0,0.0
3,19393,51,33,459.0,1445,1710,0.0,0.0
3,19393,93,85,954.0,1430,1705,19.0,36.0
3,19393,93,91,764.0,1600,1815,30.0,15.0
3,19393,93,91,764.0,525,740,0.0,0.0
3,19393,54,34,214.0,2255,100,4.0,0.0
3,19393,54,34,214.0,930,1140,10.0,3.0
3,19393,54,34,214.0,1930,2140,25.0,33.0
3,19393,54,74,756.0,1905,2115,0.0,0.0
3,19393,54,74,756.0,510,715,0.0,0.0
3,19393,54,74,756.0,1540,1745,0.0,2.0
3,19393,54,74,756.0,2200,5,0.0,0.0
3,19393,54,74,756.0,805,1010,0.0,2.0
3,19393,54,11,852.0,1105,1425,6.0,0.0
3,19393,54,13,942.0,2210,140,0.0,0.0
3,19393,54,13,942.0,1515,1845,6.0,0.0
3,19393,54,13,942.0,825,1200,0.0,0.0
3,19393,54,91,1791.0,900,1120,0.0,0.0
3,19393,54,35,587.0,510,755,0.0,0.0
3,19393,54,35,587.0,1700,1950,0.0,0.0
3,19393,54,35,587.0,720,1005,8.0,3.0
3,19393,54,35,587.0,1345,1630,0.0,0.0
3,19393,54,35,587.0,2130,15,37.0,27.0
3,19393,54,37,439.0,1130,1400,5.0,0.0
3,19393,54,37,439.0,2115,2345,0.0,0.0
3,19393,54,44,448.0,2120,2350,0.0,0.0
3,19393,54,44,448.0,840,1110,0.0,0.0
3,19393,54,36,328.0,1350,1615,0.0,0.0
3,19393,54,36,328.0,2035,2300,0.0,0.0
3,19393,54,44,337.0,1535,1755,0.0,0.0
3,19393,54,44,337.0,905,1125,0.0,0.0
3,19393,54,74,623.0,635,825,0.0,2.0
3,19393,54,74,623.0,1825,2015,2.0,4.0
3,19393,54,74,623.0,835,1025,0.0,8.0
3,19393,54,74,623.0,1415,1605,5.0,0.0
3,19393,54,74,623.0,2040,2230,4.0,10.0
3,19393,54,38,562.0,2005,2245,130.0,128.0
3,19393,54,38,562.0,1610,1855,0.0,20.0
3,19393,54,38,562.0,1020,1305,13.0,11.0
3,19393,54,38,562.0,545,825,0.0,0.0
3,19393,54,82,1014.0,2220,5,0.0,0.0
3,19393,54,82,1014.0,505,650,0.0,0.0
3,19393,54,82,1014.0,1625,1815,15.0,2.0
3,19393,54,82,1014.0,1250,1435,0.0,3.0
3,19393,54,82,1014.0,1905,2055,0.0,0.0
3,19393,54,43,456.0,920,1155,9.0,5.0
3,19393,54,43,456.0,2015,2250,14.0,0.0
3,19393,54,33,401.0,1710,1830,0.0,0.0
3,19393,54,33,401.0,835,955,0.0,4.0
3,19393,54,33,401.0,2105,2225,0.0,0.0
3,19393,54,33,793.0,1550,1910,0.0,0.0
3,19393,54,33,793.0,2220,135,4.0,0.0
3,19393,54,33,793.0,715,1030,0.0,0.0
3,19393,54,74,670.0,1445,1650,9.0,0.0
3,19393,54,74,670.0,820,1025,10.0,18.0
3,19393,54,74,670.0,2245,45,0.0,0.0
3,19393,54,74,670.0,640,840,0.0,0.0
3,19393,54,74,657.0,1515,1725,0.0,0.0
3,19393,54,74,657.0,750,955,6.0,0.0
3,19393,54,74,657.0,2155,2355,9.0,0.0
3,19393,54,22,803.0,1100,1415,0.0,0.0
3,19393,54,33,483.0,2055,2325,0.0,0.0
3,19393,54,33,483.0,825,1100,0.0,0.0
3,19393,54,85,1587.0,1155,1345,0.0,0.0
3,19393,54,85,1587.0,2145,2335,1.0,10.0
3,19393,54,85,1587.0,700,850,0.0,0.0
3,19393,54,91,1797.0,1230,1445,0.0,0.0
3,19393,54,22,764.0,1445,1805,18.0,26.0
3,19393,54,22,764.0,555,915,0.0,0.0
3,19393,54,22,764.0,1005,1330,5.0,0.0
3,19393,54,22,764.0,2000,2325,0.0,0.0
3,19393,54,64,491.0,2250,25,3.0,0.0
3,19393,54,64,491.0,755,935,9.0,1.0
3,19393,54,64,491.0,1705,1840,23.0,18.0
3,19393,54,33,616.0,1900,2150,126.0,136.0
3,19393,54,33,616.0,645,935,0.0,0.0
3,19393,54,33,616.0,2245,135,26.0,16.0
3,19393,54,33,616.0,905,1200,0.0,0.0
3,19393,54,41,395.0,615,750,0.0,0.0
3,19393,54,41,395.0,1900,2035,12.0,0.0
3,19393,54,41,395.0,2030,2200,4.0,0.0
3,19393,54,41,395.0,725,855,0.0,0.0
3,19393,54,41,395.0,2205,2335,0.0,4.0
3,19393,54,41,395.0,1530,1700,3.0,0.0
3,19393,54,41,395.0,1205,1335,0.0,0.0
3,19393,54,33,806.0,1210,1530,0.0,0.0
3,19393,54,33,806.0,2035,2355,0.0,0.0
3,19393,54,45,475.0,2030,2205,0.0,0.0
3,19393,54,45,475.0,1350,1525,0.0,0.0
3,19393,54,63,695.0,1755,2000,0.0,0.0
3,19393,54,72,471.0,750,925,13.0,24.0
2,19393,54,82,1014.0,1625,1815,5.0,34.0
2,19393,54,82,1014.0,1250,1435,22.0,9.0
2,19393,54,82,1014.0,1905,2055,0.0,15.0
2,19393,54,43,456.0,920,1155,16.0,14.0
2,19393,54,43,456.0,2015,2250,0.0,0.0
2,19393,54,33,401.0,1710,1830,0.0,0.0
2,19393,54,33,401.0,835,955,0.0,0.0
2,19393,54,33,401.0,2105,2225,0.0,0.0
2,19393,54,33,793.0,1550,1910,3.0,0.0
2,19393,54,33,793.0,2220,135,0.0,0.0
2,19393,54,33,793.0,715,1030,1.0,0.0
2,19393,54,74,670.0,1445,1650,4.0,0.0
2,19393,54,74,670.0,820,1025,0.0,0.0
2,19393,54,74,670.0,2245,45,0.0,0.0
2,19393,54,74,670.0,640,840,0.0,0.0
2,19393,54,74,657.0,1515,1725,5.0,0.0
2,19393,54,74,657.0,750,955,0.0,0.0
2,19393,54,74,657.0,2155,2355,0.0,0.0
2,19393,54,22,803.0,1100,1415,0.0,0.0
2,19393,54,33,483.0,2055,2325,1.0,0.0
2,19393,54,33,483.0,825,1100,2.0,0.0
2,19393,54,85,1587.0,1155,1345,4.0,2.0
2,19393,54,85,1587.0,2145,2335,11.0,0.0
2,19393,54,85,1587.0,700,850,0.0,0.0
2,19393,54,91,1797.0,1230,1445,1.0,0.0
2,19393,54,22,764.0,1445,1805,0.0,0.0
2,19393,54,22,764.0,555,915,0.0,0.0
2,19393,54,22,764.0,1005,1330,1.0,0.0
2,19393,54,22,764.0,2000,2325,27.0,17.0
2,19393,54,64,491.0,2250,25,42.0,25.0
2,19393,54,64,491.0,755,935,0.0,0.0
2,19393,54,64,491.0,1705,1840,0.0,0.0
2,19393,54,33,616.0,1900,2150,25.0,15.0
2,19393,54,33,616.0,645,935,0.0,0.0
2,19393,54,33,616.0,2245,135,0.0,0.0
2,19393,54,33,616.0,905,1200,0.0,0.0
2,19393,54,41,395.0,615,750,0.0,0.0
2,19393,54,41,395.0,1900,2035,15.0,6.0
2,19393,54,41,395.0,2030,2200,0.0,0.0
2,19393,54,41,395.0,725,855,1.0,1.0
2,19393,54,41,395.0,2205,2335,7.0,0.0
2,19393,54,41,395.0,1530,1700,7.0,0.0
2,19393,54,41,395.0,1205,1335,0.0,0.0
2,19393,54,33,806.0,1210,1530,0.0,0.0
2,19393,54,33,806.0,2035,2355,18.0,1.0
2,19393,54,45,475.0,2030,2205,6.0,0.0
2,19393,54,45,475.0,1350,1525,0.0,0.0
2,19393,54,63,695.0,1755,2000,0.0,0.0
2,19393,54,72,471.0,750,925,0.0,0.0
2,19393,54,72,471.0,1310,1440,39.0,35.0
2,19393,54,72,471.0,2155,2325,24.0,10.0
2,19393,54,37,471.0,900,1130,0.0,0.0
2,19393,54,37,471.0,1705,1935,0.0,0.0
2,19393,54,41,409.0,950,1130,38.0,30.0
2,19393,54,41,409.0,1700,1850,0.0,0.0
2,19393,54,41,409.0,1320,1505,2.0,0.0
2,19393,54,41,409.0,610,755,0.0,0.0
2,19393,54,38,585.0,940,1225,0.0,0.0
2,19393,54,23,675.0,2005,2305,54.0,49.0
2,19393,54,23,675.0,945,1245,0.0,0.0
2,19393,54,81,1449.0,635,810,0.0,0.0
2,19393,54,81,1449.0,1625,1800,0.0,0.0
2,19393,54,81,1449.0,2150,2325,0.0,0.0
2,19393,54,23,462.0,1515,1745,35.0,26.0
2,19393,54,23,462.0,945,1215,0.0,0.0
2,19393,54,33,391.0,2050,2210,24.0,9.0
2,19393,54,33,391.0,750,915,3.0,0.0
2,19393,54,36,442.0,2115,2345,8.0,0.0
2,19393,54,36,442.0,830,1100,0.0,0.0
2,19393,54,36,442.0,1725,1950,0.0,0.0
2,19393,54,33,722.0,1945,2250,7.0,0.0
2,19393,54,91,1751.0,1140,1345,15.0,0.0
2,19393,54,74,822.0,2220,35,13.0,0.0
2,19393,54,74,822.0,750,1010,0.0,0.0
2,19393,54,34,417.0,1045,1315,0.0,0.0
2,19393,54,91,1947.0,910,1145,0.0,0.0
2,19393,54,91,1772.0,1210,1420,0.0,0.0
2,19393,54,33,648.0,755,1050,1.0,0.0
2,19393,54,33,648.0,2115,5,0.0,0.0
2,19393,54,64,272.0,635,750,0.0,0.0
2,19393,54,64,272.0,1855,2010,0.0,0.0
2,19393,54,64,272.0,2105,2215,1.0,1.0
2,19393,54,64,272.0,915,1030,0.0,0.0
2,19393,54,33,612.0,510,755,0.0,0.0
2,19393,54,33,612.0,1815,2100,0.0,0.0
2,19393,54,33,612.0,1145,1430,0.0,0.0
2,19393,54,33,612.0,2230,115,0.0,0.0
2,19393,54,33,389.0,750,920,0.0,0.0
2,19393,54,33,389.0,2050,2215,10.0,3.0
2,19393,83,82,649.0,745,935,0.0,0.0
2,19393,83,82,649.0,1705,1900,61.0,40.0
2,19393,83,82,649.0,1215,1405,0.0,0.0
2,19393,83,85,519.0,1320,1405,32.0,44.0
2,19393,83,91,512.0,700,745,0.0,0.0
2,19393,83,91,512.0,1830,1910,0.0,1.0
2,19393,83,81,735.0,1550,1655,41.0,36.0
2,19393,83,81,735.0,500,605,0.0,0.0
2,19393,83,91,749.0,1240,1350,0.0,0.0
2,19393,83,91,523.0,1635,1720,39.0,30.0
2,19393,83,91,523.0,1035,1120,17.0,9.0
2,19393,83,91,437.0,1725,1750,29.0,19.0
2,19393,83,91,437.0,1145,1210,0.0,0.0
2,19393,13,54,942.0,1245,1430,0.0,0.0
2,19393,13,54,942.0,1920,2115,19.0,0.0
2,19393,13,54,942.0,500,645,0.0,0.0
2,19393,13,35,369.0,2155,2335,120.0,89.0
2,19393,13,35,369.0,840,1020,0.0,0.0
2,19393,13,35,369.0,1110,1240,0.0,0.0
2,19393,13,35,369.0,2255,30,0.0,0.0
2,19393,13,35,369.0,600,730,0.0,0.0
2,19393,13,35,369.0,1525,1655,4.0,0.0
2,19393,13,35,369.0,1935,2115,14.0,4.0
2,19393,13,82,1754.0,1700,1935,55.0,43.0
2,19393,13,41,861.0,520,655,0.0,0.0
2,19393,13,41,861.0,1835,2020,181.0,159.0
2,19393,13,41,861.0,1025,1205,0.0,0.0
2,19393,13,41,861.0,1320,1455,12.0,6.0
2,19393,13,41,861.0,2240,30,0.0,0.0
2,19393,13,64,1047.0,1240,1435,0.0,0.0
2,19393,13,64,1047.0,600,750,0.0,0.0
2,19393,13,64,1047.0,1515,1710,0.0,0.0
2,19393,22,35,281.0,1835,1940,23.0,15.0
2,19393,22,35,281.0,820,925,0.0,0.0
2,19393,22,35,281.0,1530,1635,0.0,0.0
2,19393,22,35,281.0,1135,1245,0.0,0.0
2,19393,22,35,281.0,545,655,0.0,0.0
2,19393,22,35,281.0,1925,2035,0.0,0.0
2,19393,22,82,1359.0,530,650,32.0,29.0
2,19393,22,33,1011.0,1625,1900,9.0,5.0
2,19393,22,41,468.0,2040,2115,0.0,0.0
2,19393,22,41,468.0,1155,1230,7.0,0.0
2,19393,22,41,468.0,535,610,0.0,0.0
2,19393,22,41,468.0,1615,1650,6.0,0.0
