DayOfWeek,DOT_ID_Operating_Airline,OriginWac,DestWac,Distance,CRSDepTime,CRSArrTime,DepDelayMinutes,ArrDelayMinutes
5,19393,34,35,577.0,700,845,2.0,3.0
5,19393,34,35,577.0,1950,2140,41.0,46.0
5,19393,34,35,577.0,1220,1410,1.0,0.0
5,19393,34,35,577.0,2255,45,0.0,4.0
5,19393,34,44,554.0,815,1000,6.0,0.0
5,19393,34,44,447.0,810,945,7.0,0.0
5,19393,34,74,721.0,1515,1625,0.0,0.0
5,19393,34,74,721.0,2000,2110,17.0,9.0
5,19393,34,74,721.0,620,725,0.0,0.0
5,19393,34,74,721.0,820,925,0.0,0.0
5,19393,34,38,547.0,1605,1755,5.0,0.0
5,19393,34,38,547.0,820,1005,1.0,4.0
5,19393,34,38,547.0,1045,1230,10.0,7.0
5,19393,34,38,547.0,2025,2215,102.0,111.0
5,19393,34,82,1199.0,625,735,0.0,0.0
5,19393,34,82,1199.0,1355,1505,0.0,0.0
5,19393,34,82,1199.0,1850,2005,86.0,62.0
5,19393,34,33,581.0,800,955,7.0,0.0
5,19393,34,33,581.0,1650,1855,13.0,10.0
5,19393,34,33,581.0,2155,2355,45.0,31.0
5,19393,34,37,153.0,1010,1115,0.0,0.0
5,19393,34,37,153.0,2245,2345,72.0,69.0
5,19393,34,74,696.0,1800,1910,0.0,0.0
5,19393,34,74,696.0,2050,2200,53.0,37.0
5,19393,34,74,696.0,905,1010,0.0,0.0
5,19393,34,74,696.0,615,720,0.0,0.0
5,19393,34,38,534.0,1010,1155,10.0,9.0
5,19393,34,42,432.0,820,955,7.0,1.0
5,19393,34,42,432.0,2000,2130,16.0,17.0
5,19393,34,53,341.0,1335,1350,5.0,0.0
5,19393,34,53,341.0,2235,2255,0.0,0.0
5,19393,34,53,341.0,815,835,0.0,0.0
5,19393,34,33,270.0,1020,1135,0.0,0.0
5,19393,34,33,270.0,2210,2320,9.0,3.0
5,19393,34,85,1747.0,635,740,13.0,0.0
5,19393,34,22,762.0,610,825,0.0,0.0
5,19393,34,22,762.0,1520,1740,21.0,26.0
5,19393,34,22,762.0,1045,1300,0.0,0.0
5,19393,34,22,762.0,2025,2245,4.0,9.0
5,19393,34,71,453.0,820,850,2.0,0.0
5,19393,34,64,692.0,2000,2105,19.0,11.0
5,19393,34,64,692.0,815,925,0.0,0.0
5,19393,34,33,404.0,700,830,1.0,0.0
5,19393,34,33,404.0,1900,2030,29.0,35.0
5,19393,34,33,404.0,2200,2330,25.0,48.0
5,19393,34,33,404.0,1455,1625,22.0,47.0
5,19393,34,41,591.0,1330,1420,0.0,0.0
5,19393,34,41,591.0,1935,2030,9.0,9.0
5,19393,34,41,591.0,2105,2200,27.0,34.0
5,19393,34,41,591.0,825,920,2.0,0.0
5,19393,34,41,591.0,625,715,0.0,0.0
5,19393,34,54,332.0,2005,2025,26.0,15.0
5,19393,34,54,332.0,815,835,8.0,0.0
5,19393,34,33,594.0,2220,20,32.0,22.0
5,19393,34,33,594.0,1010,1210,139.0,184.0
5,19393,34,45,669.0,910,1015,0.0,0.0
5,19393,34,72,425.0,1430,1500,40.0,29.0
5,19393,34,72,425.0,2200,2230,33.0,22.0
5,19393,34,72,425.0,1010,1040,5.0,0.0
5,19393,34,37,317.0,2210,2325,21.0,45.0
5,19393,34,73,761.0,800,905,3.0,0.0
5,19393,34,65,821.0,840,1005,0.0,0.0
5,19393,34,33,545.0,1620,1805,138.0,138.0
5,19393,34,23,666.0,930,1135,0.0,0.0
5,19393,34,23,666.0,2200,5,13.0,17.0
5,19393,34,81,1587.0,615,710,0.0,0.0
5,19393,34,23,526.0,1330,1505,0.0,0.0
5,19393,34,36,356.0,2155,2320,10.0,12.0
5,19393,34,36,356.0,1015,1150,0.0,0.0
5,19393,34,38,481.0,2200,2335,19.0,26.0
5,19393,34,38,481.0,1015,1150,5.0,0.0
5,19393,34,33,515.0,2155,2335,18.0,16.0
5,19393,34,74,874.0,2030,2200,47.0,33.0
5,19393,34,74,874.0,815,940,0.0,0.0
5,19393,34,52,321.0,1725,1840,16.0,14.0
5,19393,34,33,444.0,1010,1145,0.0,0.0
5,19393,34,33,444.0,2210,2345,7.0,1.0
5,19393,34,64,484.0,700,740,1.0,0.0
5,19393,34,64,484.0,2010,2050,4.0,0.0
5,19393,34,64,484.0,1135,1210,3.0,0.0
5,19393,34,33,406.0,605,730,0.0,0.0
5,19393,34,33,406.0,2210,2335,14.0,19.0
5,19393,34,33,406.0,1220,1345,0.0,0.0
5,19393,74,86,619.0,1255,1335,77.0,79.0
5,19393,74,74,418.0,1935,2100,0.0,0.0
5,19393,74,34,813.0,540,855,0.0,0.0
5,19393,74,34,813.0,2105,20,14.0,0.0
5,19393,74,34,813.0,1635,1950,96.0,88.0
5,19393,74,54,756.0,1610,1820,12.0,22.0
5,19393,74,54,756.0,1225,1435,30.0,17.0
5,19393,74,54,756.0,2120,2325,0.0,0.0
5,19393,74,54,756.0,1830,2040,12.0,0.0
5,19393,74,54,756.0,640,850,0.0,0.0
5,19393,74,91,1241.0,955,1100,4.0,0.0
5,19393,74,35,1342.0,515,930,0.0,1.0
5,19393,74,35,1342.0,1105,1520,0.0,0.0
5,19393,74,35,1342.0,1705,2125,10.0,1.0
5,19393,74,37,1055.0,1450,1830,13.0,1.0
5,19393,74,44,1073.0,830,1205,0.0,2.0
5,19393,74,74,189.0,2155,2255,0.0,0.0
5,19393,74,74,189.0,740,840,0.0,0.0
5,19393,74,74,189.0,1800,1900,0.0,0.0
5,19393,74,74,189.0,2045,2145,10.0,2.0
5,19393,74,74,189.0,1300,1405,0.0,0.0
5,19393,74,74,189.0,900,1005,0.0,0.0
5,19393,74,74,189.0,535,635,0.0,0.0
5,19393,74,74,189.0,1530,1635,1.0,0.0
5,19393,74,74,189.0,1130,1235,0.0,0.0
5,19393,74,38,1315.0,1240,1655,0.0,0.0
5,19393,74,82,775.0,2040,2200,16.0,2.0
5,19393,74,82,775.0,505,620,0.0,0.0
5,19393,74,82,775.0,645,755,0.0,0.0
5,19393,74,82,775.0,1415,1525,0.0,0.0
5,19393,74,82,775.0,1850,2010,8.0,0.0
5,19393,74,82,775.0,2240,2355,12.0,6.0
5,19393,74,82,775.0,1100,1210,0.0,0.0
5,19393,74,33,710.0,1525,1720,0.0,0.0
5,19393,74,74,528.0,1605,1630,46.0,48.0
5,19393,74,74,528.0,735,805,0.0,0.0
5,19393,74,74,528.0,2015,2040,121.0,117.0
5,19393,74,33,1105.0,1705,2055,4.0,0.0
5,19393,74,33,1105.0,610,1000,1.0,0.0
5,19393,74,74,148.0,2015,2110,0.0,0.0
5,19393,74,74,148.0,840,935,3.0,0.0
5,19393,74,74,148.0,1420,1520,77.0,77.0
5,19393,74,74,148.0,600,655,0.0,0.0
5,19393,74,74,148.0,1620,1715,30.0,24.0
5,19393,74,74,273.0,830,935,0.0,0.0
5,19393,74,74,273.0,1620,1725,92.0,84.0
5,19393,74,42,919.0,1310,1635,0.0,0.0
5,19393,74,85,1090.0,620,700,0.0,0.0
5,19393,74,85,1090.0,1355,1440,14.0,12.0
5,19393,74,85,1090.0,1745,1830,45.0,44.0
5,19393,74,85,1090.0,840,925,0.0,0.0
5,19393,74,85,1090.0,2155,2240,14.0,8.0
5,19393,74,91,1242.0,2205,2310,75.0,65.0
5,19393,74,91,1242.0,1715,1820,27.0,12.0
5,19393,74,91,1242.0,600,705,0.0,0.0
5,19393,74,74,341.0,2015,2125,57.0,55.0
5,19393,74,91,1226.0,1010,1105,0.0,0.0
5,19393,74,91,1226.0,1915,2010,22.0,14.0
5,19393,74,74,294.0,1955,2055,13.0,7.0
5,19393,74,64,650.0,1200,1350,10.0,0.0
5,19393,74,64,650.0,2000,2145,41.0,37.0
5,19393,74,33,994.0,525,905,0.0,0.0
5,19393,74,33,994.0,2005,2340,44.0,41.0
5,19393,74,33,994.0,945,1315,14.0,27.0
5,19393,74,33,994.0,1615,1950,30.0,30.0
5,19393,74,41,972.0,2155,20,83.0,75.0
5,19393,74,41,972.0,1425,1700,1.0,0.0
5,19393,74,41,972.0,845,1115,0.0,0.0
5,19393,74,41,972.0,1845,2115,0.0,0.0
5,19393,74,41,972.0,505,740,106.0,102.0
5,19393,74,33,1103.0,1440,1825,7.0,0.0
5,19393,74,63,1042.0,1510,1750,14.0,1.0
5,19393,74,72,444.0,500,625,0.0,0.0
5,19393,74,72,444.0,1730,1850,2.0,0.0
5,19393,74,72,444.0,1220,1345,0.0,0.0
5,19393,74,72,444.0,2050,2215,11.0,0.0
5,19393,74,91,1497.0,1340,1515,0.0,0.0
5,19393,74,73,358.0,945,1110,0.0,0.0
5,19393,74,91,1196.0,1200,1250,3.0,0.0
5,19393,74,41,977.0,805,1045,0.0,0.0
5,19393,74,41,977.0,1655,1940,1.0,0.0
5,19393,74,81,872.0,1015,1030,0.0,0.0
5,19393,74,81,872.0,2055,2115,26.0,15.0
5,19393,74,81,872.0,745,805,0.0,0.0
5,19393,74,81,872.0,1800,1820,8.0,3.0
5,19393,74,81,872.0,1505,1525,1.0,0.0
5,19393,74,36,1162.0,1525,1915,30.0,36.0
5,19393,74,91,1164.0,1235,1320,0.0,0.0
5,19393,74,91,1164.0,700,745,0.0,0.0
5,19393,74,91,1164.0,1705,1755,18.0,5.0
5,19393,74,91,1164.0,2100,2145,52.0,52.0
5,19393,74,91,1476.0,555,730,0.0,0.0
5,19393,74,91,1476.0,1415,1540,3.0,5.0
5,19393,74,91,1476.0,1035,1205,0.0,0.0
5,19393,74,87,1086.0,1045,1225,0.0,0.0
5,19393,74,91,1481.0,1115,1250,42.0,35.0
5,19393,74,91,1209.0,1740,1835,36.0,27.0
5,19393,74,64,721.0,1155,1355,0.0,0.0
5,19393,74,64,721.0,1700,1905,0.0,19.0
5,19393,74,64,721.0,755,955,0.0,0.0
5,19393,74,33,928.0,1845,2205,0.0,37.0
5,19393,74,33,928.0,1045,1410,13.0,15.0
5,19393,74,73,426.0,1355,1520,7.0,0.0
5,19393,11,54,852.0,1400,1525,1.0,0.0
5,19393,11,35,283.0,1510,1630,0.0,0.0
5,19393,11,35,283.0,1815,1930,0.0,0.0
5,19393,11,35,283.0,1340,1455,0.0,0.0
5,19393,11,35,283.0,725,840,0.0,0.0
5,19393,11,35,283.0,550,705,0.0,0.0
5,19393,11,33,1050.0,835,1120,0.0,0.0
5,19393,11,41,777.0,520,635,0.0,0.0
5,19393,11,41,777.0,1945,2105,0.0,19.0
5,19393,11,33,1111.0,1800,2055,0.0,0.0
5,19393,51,35,682.0,1110,1405,46.0,41.0
5,19393,51,74,587.0,1040,1225,65.0,59.0
5,19393,51,74,587.0,1830,2015,0.0,0.0
5,19393,51,82,1083.0,525,715,0.0,0.0
5,19393,51,74,570.0,535,720,0.0,0.0
5,19393,51,74,570.0,1200,1345,23.0,25.0
5,19393,51,33,479.0,1510,1745,49.0,59.0
5,19393,51,41,570.0,1615,1800,0.0,0.0
5,19393,51,41,570.0,1240,1425,3.0,0.0
5,19393,51,33,459.0,1445,1710,17.0,20.0
5,19393,93,85,954.0,1430,1705,9.0,6.0
5,19393,93,91,764.0,1600,1815,4.0,0.0
5,19393,93,91,764.0,525,740,0.0,0.0
5,19393,54,34,214.0,2255,100,11.0,0.0
5,19393,54,34,214.0,930,1140,0.0,0.0
5,19393,54,34,214.0,1930,2140,28.0,33.0
5,19393,54,74,756.0,1905,2115,61.0,83.0
5,19393,54,74,756.0,510,715,0.0,0.0
5,19393,54,74,756.0,1540,1745,2.0,0.0
5,19393,54,74,756.0,2200,5,18.0,11.0
5,19393,54,74,756.0,805,1010,0.0,0.0
5,19393,54,11,852.0,1105,1425,3.0,0.0
5,19393,54,13,942.0,2210,140,11.0,0.0
5,19393,54,13,942.0,1515,1845,12.0,11.0
5,19393,54,13,942.0,825,1200,0.0,0.0
5,19393,54,91,1791.0,900,1120,4.0,0.0
5,19393,54,35,587.0,510,755,0.0,1.0
5,19393,54,35,587.0,1700,1950,0.0,0.0
5,19393,54,35,587.0,720,1005,0.0,0.0
5,19393,54,35,587.0,1345,1630,1.0,0.0
5,19393,54,35,587.0,2130,15,52.0,49.0
5,19393,54,37,439.0,1130,1400,0.0,0.0
5,19393,54,37,439.0,2115,2345,6.0,0.0
5,19393,54,44,448.0,2120,2350,62.0,61.0
5,19393,54,44,448.0,840,1110,61.0,46.0
5,19393,54,36,328.0,1350,1615,0.0,0.0
5,19393,54,36,328.0,2035,2300,53.0,49.0
5,19393,54,44,337.0,1535,1755,0.0,0.0
5,19393,54,44,337.0,905,1125,1.0,0.0
5,19393,54,74,623.0,635,825,0.0,0.0
5,19393,54,74,623.0,1825,2015,7.0,7.0
5,19393,54,74,623.0,835,1025,0.0,0.0
5,19393,54,74,623.0,1415,1605,0.0,0.0
5,19393,54,74,623.0,2040,2230,4.0,0.0
5,19393,54,38,562.0,2005,2245,0.0,0.0
5,19393,54,38,562.0,1610,1855,0.0,2.0
5,19393,54,38,562.0,1020,1305,23.0,7.0
5,19393,54,38,562.0,545,825,0.0,0.0
5,19393,54,82,1014.0,2220,5,29.0,17.0
5,19393,54,82,1014.0,505,650,0.0,0.0
5,19393,54,82,1014.0,1625,1815,54.0,41.0
5,19393,54,82,1014.0,1250,1435,12.0,0.0
5,19393,54,82,1014.0,1905,2055,25.0,10.0
5,19393,54,43,456.0,920,1155,0.0,0.0
5,19393,54,43,456.0,2015,2250,16.0,5.0
5,19393,54,33,401.0,1710,1830,12.0,0.0
5,19393,54,33,401.0,835,955,0.0,0.0
5,19393,54,33,401.0,2105,2225,11.0,12.0
5,19393,54,33,793.0,1550,1910,6.0,0.0
5,19393,54,33,793.0,2220,135,41.0,26.0
5,19393,54,33,793.0,715,1030,9.0,4.0
5,19393,54,74,670.0,1445,1650,2.0,0.0
5,19393,54,74,670.0,820,1025,7.0,0.0
5,19393,54,74,670.0,2245,45,4.0,0.0
5,19393,54,74,670.0,640,840,0.0,0.0
5,19393,54,74,657.0,1515,1725,18.0,0.0
5,19393,54,74,657.0,750,955,5.0,0.0
5,19393,54,74,657.0,2155,2355,14.0,2.0
5,19393,54,22,803.0,1100,1415,0.0,0.0
5,19393,54,33,483.0,2055,2325,39.0,34.0
5,19393,54,33,483.0,825,1100,0.0,0.0
5,19393,54,85,1587.0,1155,1345,4.0,0.0
5,19393,54,85,1587.0,2145,2335,72.0,56.0
5,19393,54,85,1587.0,700,850,0.0,0.0
5,19393,54,91,1797.0,1230,1445,1.0,0.0
5,19393,54,22,764.0,1445,1805,16.0,45.0
5,19393,54,22,764.0,555,915,0.0,0.0
5,19393,54,22,764.0,1005,1330,16.0,0.0
5,19393,54,22,764.0,2000,2325,6.0,30.0
5,19393,54,64,491.0,2250,25,34.0,27.0
5,19393,54,64,491.0,755,935,0.0,0.0
5,19393,54,64,491.0,1705,1840,28.0,22.0
5,19393,54,33,616.0,1900,2150,43.0,51.0
5,19393,54,33,616.0,645,935,0.0,0.0
5,19393,54,33,616.0,2245,135,35.0,18.0
5,19393,54,33,616.0,905,1200,0.0,0.0
5,19393,54,41,395.0,615,750,0.0,0.0
5,19393,54,41,395.0,1900,2035,94.0,113.0
5,19393,54,41,395.0,2030,2200,0.0,18.0
5,19393,54,41,395.0,725,855,4.0,0.0
5,19393,54,41,395.0,2205,2335,34.0,32.0
5,19393,54,41,395.0,1530,1700,0.0,0.0
5,19393,54,41,395.0,1205,1335,0.0,3.0
5,19393,54,33,806.0,1210,1530,0.0,0.0
5,19393,54,33,806.0,2035,2355,6.0,0.0
5,19393,54,45,475.0,2030,2205,33.0,23.0
5,19393,54,45,475.0,1350,1525,0.0,0.0
5,19393,54,63,695.0,1755,2000,15.0,32.0
5,19393,54,72,471.0,750,925,0.0,0.0
5,19393,54,72,471.0,1310,1440,25.0,11.0
5,19393,54,72,471.0,2155,2325,12.0,0.0
5,19393,54,37,471.0,900,1130,0.0,0.0
5,19393,54,37,471.0,1705,1935,34.0,23.0
5,19393,54,41,409.0,950,1130,10.0,11.0
5,19393,54,41,409.0,1700,1850,0.0,0.0
5,19393,54,41,409.0,1320,1505,0.0,0.0
5,19393,54,41,409.0,610,755,39.0,23.0
5,19393,54,38,585.0,940,1225,0.0,0.0
5,19393,54,23,675.0,2005,2305,27.0,38.0
5,19393,54,23,675.0,945,1245,0.0,0.0
5,19393,54,81,1449.0,635,810,0.0,0.0
5,19393,54,81,1449.0,1625,1800,1.0,0.0
5,19393,54,81,1449.0,2150,2325,33.0,15.0
5,19393,54,23,462.0,1515,1745,0.0,0.0
5,19393,54,23,462.0,945,1215,0.0,0.0
5,19393,54,33,391.0,2050,2210,95.0,88.0
5,19393,54,33,391.0,750,915,0.0,0.0
5,19393,54,36,442.0,2115,2345,63.0,66.0
5,19393,54,36,442.0,830,1100,0.0,0.0
5,19393,54,36,442.0,1725,1950,34.0,32.0
5,19393,54,33,722.0,1945,2250,15.0,11.0
5,19393,54,91,1751.0,1140,1345,14.0,0.0
5,19393,54,74,822.0,2220,35,10.0,0.0
5,19393,54,74,822.0,750,1010,2.0,0.0
5,19393,54,34,417.0,1045,1315,0.0,0.0
5,19393,54,91,1947.0,910,1145,4.0,0.0
5,19393,54,91,1772.0,1210,1420,0.0,0.0
5,19393,54,33,648.0,755,1050,0.0,0.0
5,19393,54,33,648.0,2115,5,2.0,0.0
5,19393,54,64,272.0,635,750,0.0,0.0
5,19393,54,64,272.0,1855,2010,23.0,19.0
5,19393,54,64,272.0,2105,2215,5.0,0.0
5,19393,54,64,272.0,915,1030,0.0,0.0
5,19393,54,33,612.0,510,755,0.0,0.0
5,19393,54,33,612.0,1815,2100,0.0,13.0
5,19393,54,33,612.0,1145,1430,0.0,0.0
5,19393,54,33,612.0,2230,115,18.0,12.0
5,19393,54,33,389.0,750,920,0.0,0.0
5,19393,54,33,389.0,2050,2215,20.0,21.0
5,19393,83,82,649.0,745,935,0.0,0.0
5,19393,83,82,649.0,1705,1900,23.0,26.0
5,19393,83,82,649.0,1215,1405,1.0,0.0
5,19393,83,85,519.0,1320,1405,24.0,119.0
5,19393,83,91,512.0,700,745,0.0,0.0
5,19393,83,91,512.0,1830,1910,0.0,2.0
5,19393,83,81,735.0,1550,1655,17.0,11.0
5,19393,83,81,735.0,500,605,0.0,0.0
5,19393,83,91,749.0,1240,1350,4.0,7.0
5,19393,83,91,523.0,1635,1720,0.0,0.0
5,19393,83,91,523.0,1035,1120,0.0,0.0
5,19393,83,91,437.0,1725,1750,0.0,0.0
5,19393,83,91,437.0,1145,1210,0.0,0.0
5,19393,13,54,942.0,1245,1430,2.0,0.0
5,19393,13,54,942.0,1920,2115,14.0,0.0
5,19393,13,54,942.0,500,645,3.0,0.0
5,19393,13,35,369.0,2155,2335,15.0,0.0
5,19393,13,35,369.0,840,1020,0.0,0.0
5,19393,13,35,369.0,1110,1240,0.0,0.0
5,19393,13,35,369.0,2255,30,0.0,0.0
5,19393,13,35,369.0,600,730,0.0,1.0
5,19393,13,35,369.0,1525,1655,1.0,0.0
5,19393,13,35,369.0,1935,2115,0.0,0.0
5,19393,13,82,1754.0,1700,1935,0.0,0.0
5,19393,13,41,861.0,520,655,0.0,0.0
5,19393,13,41,861.0,1835,2020,0.0,0.0
5,19393,13,41,861.0,1025,1205,0.0,0.0
5,19393,13,41,861.0,1320,1455,0.0,0.0
5,19393,13,41,861.0,2240,30,0.0,0.0
5,19393,13,64,1047.0,1240,1435,0.0,0.0
5,19393,13,64,1047.0,600,750,0.0,2.0
5,19393,13,64,1047.0,1515,1710,6.0,2.0
5,19393,22,35,281.0,1835,1940,0.0,0.0
5,19393,22,35,281.0,820,925,0.0,0.0
5,19393,22,35,281.0,1530,1635,31.0,23.0
5,19393,22,35,281.0,1135,1245,0.0,0.0
5,19393,22,35,281.0,545,655,0.0,0.0
5,19393,22,35,281.0,1925,2035,0.0,0.0
5,19393,22,82,1359.0,530,650,0.0,3.0
5,19393,22,33,1011.0,1625,1900,15.0,15.0
5,19393,22,41,468.0,2040,2115,27.0,20.0
5,19393,22,41,468.0,1155,1230,9.0,11.0
5,19393,22,41,468.0,535,610,0.0,0.0
5,19393,22,41,468.0,1615,1650,0.0,0.0
5,19393,22,33,1053.0,1620,1900,1.0,0.0
5,19393,91,86,672.0,1355,1645,9.0,2.0
5,19393,91,74,1241.0,1030,1535,10.0,6.0
5,19393,91,54,1791.0,1250,1855,23.0,20.0
5,19393,91,82,850.0,1205,1525,3.0,0.0
5,19393,91,82,850.0,1355,1715,16.0,10.0
5,19393,91,82,850.0,700,1015,80.0,67.0
5,19393,91,82,850.0,930,1240,14.0,10.0
5,19393,91,85,223.0,1045,1150,16.0,29.0
5,19393,91,85,223.0,900,1005,6.0,10.0
5,19393,91,85,223.0,1630,1735,31.0,37.0
5,19393,91,85,223.0,2100,2205,5.0,18.0
5,19393,91,85,223.0,1810,1915,2.0,14.0
5,19393,91,85,223.0,1330,1435,32.0,29.0
5,19393,91,85,223.0,2015,2120,26.0,34.0
5,19393,91,85,223.0,1215,1320,7.0,22.0
5,19393,91,85,223.0,815,920,13.0,11.0
5,19393,91,85,223.0,1930,2035,81.0,78.0
5,19393,91,85,223.0,710,820,0.0,0.0
5,19393,91,41,1740.0,1120,1720,95.0,76.0
5,19393,91,91,325.0,1900,2010,7.0,0.0
5,19393,91,91,325.0,1405,1515,16.0,11.0
5,19393,91,91,325.0,1645,1755,0.0,0.0
5,19393,91,91,325.0,1945,2055,0.0,0.0
5,19393,91,91,325.0,1155,1305,0.0,7.0
5,19393,91,91,325.0,810,925,0.0,5.0
5,19393,91,91,325.0,1235,1345,1.0,17.0
5,19393,91,91,325.0,2125,2235,18.0,8.0
5,19393,91,91,325.0,1750,1900,0.0,0.0
5,19393,91,91,325.0,1115,1225,6.0,4.0
5,19393,91,91,325.0,720,835,0.0,0.0
5,19393,91,91,325.0,1555,1710,50.0,41.0
5,19393,91,91,325.0,1020,1135,0.0,21.0
5,19393,91,91,325.0,900,1010,0.0,0.0
5,19393,91,81,369.0,1150,1325,14.0,7.0
5,19393,91,81,369.0,750,915,0.0,0.0
5,19393,91,81,369.0,2010,2135,33.0,30.0
5,19393,91,81,369.0,1335,1500,0.0,2.0
5,19393,91,81,369.0,2135,2300,0.0,0.0
5,19393,91,81,369.0,845,1010,50.0,46.0
5,19393,91,81,369.0,1700,1825,4.0,26.0
5,19393,91,85,374.0,1550,1705,0.0,0.0
5,19393,91,91,326.0,1350,1510,0.0,0.0
5,19393,91,91,326.0,2045,2155,30.0,22.0
5,19393,91,91,326.0,1010,1125,1.0,0.0
5,19393,91,91,326.0,1915,2030,0.0,0.0
5,19393,91,91,326.0,800,920,17.0,36.0
5,19393,91,91,326.0,1615,1730,0.0,0.0
5,19393,91,91,296.0,840,950,0.0,0.0
5,19393,91,91,296.0,2050,2155,31.0,25.0
5,19393,91,91,296.0,1510,1620,9.0,0.0
5,19393,91,91,296.0,1825,1930,40.0,32.0
5,19393,91,91,296.0,1135,1240,9.0,14.0
5,19393,91,91,296.0,1310,1415,0.0,0.0
5,19393,91,91,296.0,1635,1740,0.0,0.0
5,19393,91,91,296.0,1725,1835,77.0,70.0
5,19393,91,91,296.0,2005,2110,0.0,0.0
5,19393,91,91,296.0,1000,1110,0.0,0.0
5,19393,91,91,296.0,740,850,24.0,15.0
5,19393,91,87,574.0,1055,1335,24.0,29.0
5,19393,91,91,358.0,1145,1305,29.0,19.0
5,19393,91,91,358.0,730,855,90.0,78.0
5,19393,91,91,358.0,2135,2255,0.0,0.0
5,19393,91,91,358.0,1705,1825,0.0,0.0
5,19393,91,91,358.0,1040,1200,0.0,0.0
5,19393,91,91,358.0,2000,2115,0.0,0.0
5,19393,91,91,358.0,1320,1435,0.0,0.0
5,19393,91,91,358.0,1510,1625,0.0,0.0
5,19393,91,91,358.0,825,940,23.0,21.0
5,19393,91,91,358.0,1910,2025,0.0,0.0
5,19393,91,91,358.0,910,1025,0.0,1.0
5,19393,35,22,289.0,1745,1905,0.0,4.0
5,19393,35,22,289.0,730,845,0.0,0.0
5,19393,35,22,289.0,1320,1435,0.0,0.0
5,19393,35,22,289.0,1040,1155,0.0,0.0
5,19393,35,22,289.0,1205,1320,1.0,0.0
5,19393,35,22,289.0,2225,2340,12.0,2.0
5,19393,35,34,577.0,615,805,0.0,0.0
5,19393,35,34,577.0,2030,2220,0.0,1.0
5,19393,35,34,577.0,1745,1940,20.0,36.0
5,19393,35,34,577.0,910,1100,0.0,0.0
5,19393,35,74,1342.0,1335,1555,53.0,71.0
5,19393,35,74,1342.0,2035,2255,120.0,106.0
5,19393,35,74,1342.0,615,840,0.0,0.0
5,19393,35,11,283.0,1135,1250,0.0,0.0
5,19393,35,11,283.0,2235,2350,46.0,35.0
5,19393,35,11,283.0,1550,1705,0.0,0.0
5,19393,35,11,283.0,645,800,0.0,0.0
5,19393,35,11,283.0,1745,1900,9.0,0.0
5,19393,35,51,682.0,920,1020,57.0,45.0
5,19393,35,54,587.0,1820,1915,20.0,19.0
5,19393,35,54,587.0,850,945,22.0,11.0
5,19393,35,54,587.0,2035,2130,0.0,0.0
5,19393,35,54,587.0,620,710,0.0,0.0
5,19393,35,54,587.0,1235,1325,0.0,0.0
5,19393,35,13,369.0,2025,2155,0.0,0.0
5,19393,35,13,369.0,1715,1845,0.0,0.0
5,19393,35,13,369.0,1450,1620,12.0,0.0
5,19393,35,13,369.0,2255,25,0.0,0.0
5,19393,35,13,369.0,805,930,0.0,0.0
5,19393,35,13,369.0,1050,1220,0.0,0.0
5,19393,35,13,369.0,625,755,0.0,0.0
5,19393,35,22,281.0,630,745,0.0,0.0
5,19393,35,22,281.0,2225,2335,16.0,3.0
5,19393,35,22,281.0,1850,2000,44.0,38.0
5,19393,35,22,281.0,1005,1110,21.0,16.0
5,19393,35,22,281.0,1705,1815,34.0,41.0
5,19393,35,22,281.0,1440,1550,0.0,17.0
5,19393,35,37,472.0,830,1005,11.0,24.0
5,19393,35,37,472.0,2110,2245,14.0,6.0
5,19393,35,37,472.0,1710,1845,2.0,0.0
5,19393,35,44,314.0,1020,1135,0.0,0.0
5,19393,35,44,314.0,2215,2330,53.0,50.0
5,19393,35,44,314.0,1420,1535,27.0,16.0
5,19393,35,36,361.0,815,950,20.0,33.0
5,19393,35,36,361.0,2025,2155,0.0,0.0
5,19393,35,44,337.0,2215,2335,50.0,36.0
5,19393,35,44,337.0,1135,1250,0.0,0.0
5,19393,35,44,337.0,1735,1855,0.0,0.0
5,19393,35,52,430.0,1000,1130,0.0,0.0
5,19393,35,52,430.0,2215,2345,13.0,9.0
5,19393,35,52,430.0,1550,1725,0.0,0.0
5,19393,35,74,1209.0,900,1105,0.0,0.0
5,19393,35,74,1209.0,610,815,0.0,0.0
5,19393,35,74,1209.0,2105,2310,12.0,20.0
5,19393,35,74,1209.0,1930,2135,159.0,153.0
5,19393,35,82,1491.0,935,1125,15.0,4.0
5,19393,35,82,1491.0,1625,1820,17.0,0.0
5,19393,35,82,1491.0,2210,5,25.0,1.0
5,19393,35,82,1491.0,615,800,5.0,0.0
5,19393,35,43,409.0,1005,1135,13.0,5.0
5,19393,35,43,409.0,2225,2355,17.0,6.0
5,19393,35,33,925.0,1620,1900,9.0,0.0
5,19393,35,33,925.0,2020,2255,0.0,0.0
5,19393,35,33,925.0,2155,25,3.0,0.0
5,19393,35,33,925.0,1310,1545,0.0,0.0
5,19393,35,33,925.0,1745,2025,6.0,0.0
5,19393,35,33,925.0,955,1230,0.0,0.0
5,19393,35,33,925.0,830,1110,13.0,0.0
5,19393,35,33,925.0,620,900,0.0,0.0
5,19393,35,43,528.0,1045,1225,0.0,0.0
5,19393,35,43,528.0,1440,1615,22.0,17.0
5,19393,35,37,426.0,1555,1725,20.0,9.0
5,19393,35,74,1246.0,2145,2355,15.0,25.0
