DayOfWeek,OriginWac,DestWac,Distance,CRSDepTime,CRSArrTime,DepDelayMinutes,ArrDelayMinutes
2,38,73,2.0,2,2,0.0,0.0
3,38,73,2.0,2,2,3.0,1.0
4,38,73,2.0,2,2,0.0,0.0
7,38,73,2.0,2,2,2.0,0.0
1,38,73,2.0,2,2,3.0,1.0
2,38,73,2.0,2,2,3.0,1.0
3,38,73,2.0,2,2,1.0,1.0
4,38,73,2.0,2,2,3.0,1.0
7,38,73,2.0,2,2,0.0,0.0
5,36,64,1.0,1,2,0.0,1.0
6,36,64,1.0,1,2,0.0,0.0
1,36,64,1.0,1,2,3.0,1.0
4,36,64,1.0,1,2,0.0,0.0
5,36,64,1.0,1,2,0.0,0.0
6,36,64,1.0,1,2,3.0,1.0
7,36,64,1.0,1,2,3.0,1.0
1,36,64,1.0,1,2,0.0,0.0
4,36,64,1.0,1,2,0.0,0.0
5,36,64,1.0,1,2,3.0,1.0
6,36,64,1.0,1,2,3.0,1.0
7,36,64,1.0,1,2,0.0,1.0
1,36,64,1.0,1,2,0.0,0.0
4,36,64,1.0,1,2,3.0,1.0
5,36,64,1.0,1,2,0.0,1.0
6,36,64,1.0,1,2,0.0,0.0
7,36,64,1.0,1,2,1.0,0.0
1,36,64,1.0,1,2,0.0,1.0
4,36,64,1.0,1,2,0.0,1.0
5,36,64,1.0,1,2,0.0,0.0
6,36,64,1.0,1,2,0.0,1.0
5,64,36,1.0,2,2,3.0,1.0
6,64,36,1.0,2,2,0.0,0.0
1,64,36,1.0,2,2,3.0,0.0
4,64,36,1.0,2,2,0.0,1.0
5,64,36,1.0,2,2,3.0,0.0
6,64,36,1.0,2,2,3.0,1.0
7,64,36,1.0,2,2,1.0,1.0
1,64,36,1.0,2,2,0.0,0.0
4,64,36,1.0,2,2,0.0,0.0
5,64,36,1.0,2,2,3.0,0.0
6,64,36,1.0,2,2,3.0,1.0
7,64,36,1.0,2,2,3.0,1.0
1,64,36,1.0,2,2,1.0,1.0
4,64,36,1.0,2,2,3.0,1.0
5,64,36,1.0,2,2,3.0,1.0
6,64,36,1.0,2,2,0.0,0.0
7,64,36,1.0,2,2,3.0,1.0
1,64,36,1.0,2,2,3.0,1.0
4,64,36,1.0,2,2,3.0,1.0
5,64,36,1.0,2,2,0.0,0.0
6,64,36,1.0,2,2,3.0,1.0
5,61,36,1.0,0,1,0.0,0.0
6,61,36,1.0,0,1,0.0,0.0
7,61,36,1.0,0,1,0.0,0.0
1,61,36,1.0,0,1,0.0,0.0
2,61,36,1.0,0,1,1.0,1.0
3,61,36,1.0,0,1,0.0,1.0
4,61,36,1.0,0,1,1.0,0.0
5,61,36,1.0,0,1,1.0,1.0
6,61,36,1.0,0,1,3.0,1.0
7,61,36,1.0,0,1,0.0,0.0
1,61,36,1.0,0,1,3.0,1.0
2,61,36,1.0,0,1,0.0,0.0
3,61,36,1.0,0,1,0.0,0.0
4,61,36,1.0,0,1,0.0,0.0
5,61,36,1.0,0,1,0.0,0.0
6,61,36,1.0,0,1,0.0,0.0
7,61,36,1.0,0,1,3.0,1.0
1,61,36,1.0,0,1,0.0,0.0
2,61,36,1.0,0,1,0.0,0.0
3,61,36,1.0,0,1,0.0,0.0
4,61,36,1.0,0,1,0.0,0.0
5,61,36,1.0,0,1,0.0,0.0
6,61,36,1.0,0,1,0.0,0.0
7,61,36,1.0,0,1,0.0,1.0
1,61,36,1.0,0,1,0.0,0.0
2,61,36,1.0,0,1,1.0,1.0
3,61,36,1.0,0,1,0.0,0.0
4,61,36,1.0,0,1,0.0,0.0
5,61,36,1.0,0,1,0.0,0.0
6,61,36,1.0,0,1,0.0,0.0
7,61,36,1.0,0,1,0.0,0.0
5,33,38,1.0,1,1,0.0,0.0
6,33,38,1.0,1,1,0.0,0.0
7,33,38,1.0,1,1,0.0,0.0
1,33,38,1.0,1,1,0.0,0.0
3,33,38,1.0,1,1,0.0,0.0
4,33,38,1.0,1,1,0.0,0.0
6,33,38,1.0,1,1,0.0,0.0
7,33,38,1.0,1,1,0.0,1.0
1,33,38,1.0,1,1,1.0,1.0
2,33,38,1.0,1,1,0.0,0.0
3,33,38,1.0,1,1,1.0,0.0
4,33,38,1.0,1,1,0.0,0.0
5,33,38,1.0,1,1,0.0,0.0
6,33,38,1.0,1,1,2.0,1.0
7,33,38,1.0,1,1,0.0,0.0
1,33,38,1.0,1,1,0.0,0.0
2,33,38,1.0,1,1,0.0,0.0
3,33,38,1.0,1,1,0.0,0.0
4,33,38,1.0,1,1,0.0,1.0
5,33,38,1.0,1,1,0.0,0.0
6,33,38,1.0,1,1,0.0,0.0
7,33,38,1.0,1,1,0.0,0.0
1,33,38,1.0,1,1,0.0,1.0
2,33,38,1.0,1,1,0.0,0.0
3,33,38,1.0,1,1,0.0,0.0
4,33,38,1.0,1,1,0.0,0.0
5,33,38,1.0,1,1,0.0,0.0
6,33,38,1.0,1,1,0.0,0.0
7,33,38,1.0,1,1,2.0,1.0
5,38,44,0.0,2,2,0.0,1.0
6,38,44,0.0,2,2,3.0,1.0
7,38,44,0.0,2,2,0.0,0.0
1,38,44,0.0,2,2,0.0,0.0
2,38,44,0.0,2,2,3.0,1.0
4,38,44,0.0,2,2,2.0,0.0
5,38,44,0.0,2,2,0.0,0.0
6,38,44,0.0,2,2,0.0,0.0
7,38,44,0.0,2,2,2.0,1.0
1,38,44,0.0,2,2,3.0,1.0
3,38,44,0.0,2,2,0.0,0.0
4,38,44,0.0,2,2,0.0,0.0
5,38,44,0.0,2,2,3.0,1.0
6,38,44,0.0,2,2,3.0,1.0
7,38,44,0.0,2,2,3.0,1.0
2,38,44,0.0,2,2,0.0,0.0
3,38,44,0.0,2,2,0.0,0.0
4,38,44,0.0,2,2,3.0,1.0
5,38,44,0.0,2,2,0.0,0.0
6,38,44,0.0,2,2,3.0,1.0
7,38,44,0.0,2,2,0.0,0.0
1,38,44,0.0,2,2,3.0,1.0
2,38,44,0.0,2,2,0.0,0.0
3,38,44,0.0,2,2,0.0,0.0
4,38,44,0.0,2,2,3.0,1.0
5,38,44,0.0,2,2,2.0,1.0
6,38,44,0.0,2,2,0.0,0.0
7,38,44,0.0,2,2,0.0,0.0
6,16,36,1.0,1,1,0.0,0.0
6,16,36,1.0,1,1,3.0,1.0
6,16,36,1.0,1,1,1.0,1.0
6,16,36,1.0,1,1,0.0,0.0
6,16,36,1.0,1,1,0.0,0.0
6,36,16,1.0,1,1,2.0,0.0
6,36,16,1.0,1,1,3.0,1.0
6,36,16,1.0,1,1,0.0,0.0
6,36,16,1.0,1,1,0.0,0.0
6,36,16,1.0,1,1,0.0,0.0
5,38,43,1.0,2,2,3.0,1.0
5,38,43,1.0,2,2,0.0,0.0
5,38,43,1.0,2,2,0.0,0.0
5,38,43,1.0,2,2,0.0,0.0
5,38,43,1.0,2,2,0.0,1.0
5,36,33,1.0,1,1,3.0,1.0
7,36,33,1.0,1,1,0.0,0.0
1,36,33,1.0,1,1,3.0,1.0
2,36,33,1.0,1,1,0.0,0.0
3,36,33,1.0,1,1,0.0,0.0
4,36,33,1.0,1,1,3.0,1.0
5,36,33,1.0,1,1,0.0,0.0
7,36,33,1.0,1,1,3.0,1.0
1,36,33,1.0,1,1,0.0,0.0
2,36,33,1.0,1,1,0.0,0.0
3,36,33,1.0,1,1,0.0,0.0
4,36,33,1.0,1,1,0.0,1.0
5,36,33,1.0,1,1,2.0,1.0
7,36,33,1.0,1,1,0.0,1.0
1,36,33,1.0,1,1,0.0,0.0
2,36,33,1.0,1,1,0.0,0.0
3,36,33,1.0,1,1,0.0,0.0
4,36,33,1.0,1,1,1.0,1.0
5,36,33,1.0,1,1,0.0,0.0
7,36,33,1.0,1,1,0.0,0.0
1,36,33,1.0,1,1,2.0,0.0
2,36,33,1.0,1,1,0.0,0.0
3,36,33,1.0,1,1,0.0,0.0
4,36,33,1.0,1,1,0.0,0.0
5,36,33,1.0,1,1,0.0,0.0
7,36,33,1.0,1,1,3.0,1.0
5,33,36,1.0,1,2,3.0,1.0
7,33,36,1.0,1,2,0.0,0.0
1,33,36,1.0,1,2,3.0,1.0
2,33,36,1.0,1,2,0.0,0.0
3,33,36,1.0,1,2,0.0,0.0
4,33,36,1.0,1,2,3.0,1.0
5,33,36,1.0,1,2,0.0,0.0
7,33,36,1.0,1,2,3.0,1.0
1,33,36,1.0,1,2,0.0,0.0
2,33,36,1.0,1,2,0.0,0.0
4,33,36,1.0,1,2,0.0,0.0
5,33,36,1.0,1,2,3.0,1.0
7,33,36,1.0,1,2,0.0,0.0
1,33,36,1.0,1,2,0.0,0.0
2,33,36,1.0,1,2,0.0,0.0
3,33,36,1.0,1,2,0.0,0.0
4,33,36,1.0,1,2,2.0,1.0
5,33,36,1.0,1,2,0.0,0.0
7,33,36,1.0,1,2,0.0,0.0
2,33,36,1.0,1,2,0.0,1.0
3,33,36,1.0,1,2,0.0,0.0
4,33,36,1.0,1,2,0.0,0.0
5,33,36,1.0,1,2,0.0,1.0
7,33,36,1.0,1,2,3.0,1.0
5,36,36,0.0,1,1,3.0,1.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,0.0,0.0
1,36,36,0.0,1,1,3.0,1.0
2,36,36,0.0,1,1,3.0,1.0
3,36,36,0.0,1,1,0.0,0.0
4,36,36,0.0,1,1,0.0,0.0
5,36,36,0.0,1,1,0.0,1.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,3.0,1.0
1,36,36,0.0,1,1,0.0,1.0
2,36,36,0.0,1,1,0.0,0.0
3,36,36,0.0,1,1,2.0,0.0
4,36,36,0.0,1,1,2.0,1.0
5,36,36,0.0,1,1,0.0,0.0
6,36,36,0.0,1,1,3.0,1.0
7,36,36,0.0,1,1,0.0,0.0
1,36,36,0.0,1,1,2.0,1.0
2,36,36,0.0,1,1,0.0,0.0
3,36,36,0.0,1,1,0.0,0.0
4,36,36,0.0,1,1,0.0,0.0
5,36,36,0.0,1,1,0.0,1.0
6,36,36,0.0,1,1,3.0,1.0
7,36,36,0.0,1,1,0.0,0.0
1,36,36,0.0,1,1,0.0,0.0
2,36,36,0.0,1,1,0.0,0.0
3,36,36,0.0,1,1,0.0,0.0
4,36,36,0.0,1,1,1.0,0.0
5,36,36,0.0,1,1,0.0,0.0
6,36,36,0.0,1,1,3.0,1.0
7,36,36,0.0,1,1,3.0,1.0
5,36,36,0.0,1,2,3.0,1.0
6,36,36,0.0,1,2,0.0,0.0
7,36,36,0.0,1,2,3.0,1.0
1,36,36,0.0,1,2,3.0,0.0
2,36,36,0.0,1,2,3.0,1.0
3,36,36,0.0,1,2,0.0,0.0
4,36,36,0.0,1,2,0.0,0.0
5,36,36,0.0,1,2,3.0,1.0
6,36,36,0.0,1,2,0.0,0.0
7,36,36,0.0,1,2,3.0,1.0
1,36,36,0.0,1,2,1.0,1.0
2,36,36,0.0,1,2,0.0,0.0
4,36,36,0.0,1,2,0.0,0.0
5,36,36,0.0,1,2,2.0,1.0
6,36,36,0.0,1,2,3.0,1.0
7,36,36,0.0,1,2,0.0,0.0
1,36,36,0.0,1,2,3.0,1.0
2,36,36,0.0,1,2,0.0,1.0
3,36,36,0.0,1,2,0.0,0.0
4,36,36,0.0,1,2,0.0,0.0
5,36,36,0.0,1,2,3.0,1.0
6,36,36,0.0,1,2,3.0,1.0
7,36,36,0.0,1,2,1.0,0.0
2,36,36,0.0,1,2,0.0,0.0
3,36,36,0.0,1,2,0.0,0.0
4,36,36,0.0,1,2,0.0,0.0
5,36,36,0.0,1,2,0.0,0.0
6,36,36,0.0,1,2,3.0,1.0
7,36,36,0.0,1,2,3.0,1.0
5,36,37,0.0,1,2,0.0,0.0
6,36,37,0.0,1,2,0.0,1.0
7,36,37,0.0,1,2,0.0,0.0
1,36,37,0.0,1,2,0.0,0.0
2,36,37,0.0,1,2,0.0,0.0
3,36,37,0.0,1,2,2.0,1.0
5,36,37,0.0,1,2,0.0,0.0
6,36,37,0.0,1,2,0.0,1.0
7,36,37,0.0,1,2,0.0,0.0
1,36,37,0.0,1,2,3.0,1.0
2,36,37,0.0,1,2,0.0,0.0
3,36,37,0.0,1,2,3.0,1.0
4,36,37,0.0,1,2,3.0,1.0
5,36,37,0.0,1,2,0.0,0.0
7,36,37,0.0,1,2,0.0,1.0
1,36,37,0.0,1,2,3.0,1.0
2,36,37,0.0,1,2,0.0,0.0
3,36,37,0.0,1,2,0.0,0.0
4,36,37,0.0,1,2,3.0,1.0
5,36,37,0.0,1,2,0.0,0.0
6,36,37,0.0,1,2,0.0,0.0
7,36,37,0.0,1,2,0.0,0.0
1,36,37,0.0,1,2,3.0,1.0
2,36,37,0.0,1,2,0.0,0.0
3,36,37,0.0,1,2,3.0,1.0
4,36,37,0.0,1,2,3.0,1.0
5,36,37,0.0,1,2,3.0,1.0
6,36,37,0.0,1,2,3.0,1.0
7,36,37,0.0,1,2,3.0,1.0
5,38,51,1.0,0,1,3.0,1.0
6,38,51,1.0,0,1,0.0,0.0
1,38,51,1.0,0,1,0.0,1.0
2,38,51,1.0,0,1,0.0,0.0
3,38,51,1.0,0,1,0.0,1.0
4,38,51,1.0,0,1,3.0,1.0
5,38,51,1.0,0,1,1.0,0.0
6,38,51,1.0,0,1,0.0,1.0
1,38,51,1.0,0,1,0.0,0.0
2,38,51,1.0,0,1,0.0,0.0
3,38,51,1.0,0,1,0.0,1.0
4,38,51,1.0,0,1,0.0,0.0
5,38,51,1.0,0,1,0.0,0.0
6,38,51,1.0,0,1,1.0,0.0
1,38,51,1.0,0,1,0.0,1.0
2,38,51,1.0,0,1,3.0,1.0
3,38,51,1.0,0,1,0.0,1.0
4,38,51,1.0,0,1,0.0,1.0
5,38,51,1.0,0,1,0.0,0.0
6,38,51,1.0,0,1,0.0,0.0
1,38,51,1.0,0,1,0.0,1.0
2,38,51,1.0,0,1,0.0,1.0
3,38,51,1.0,0,1,1.0,1.0
4,38,51,1.0,0,1,3.0,1.0
5,38,51,1.0,0,1,3.0,1.0
6,38,51,1.0,0,1,0.0,0.0
5,51,38,1.0,1,1,3.0,1.0
6,51,38,1.0,1,1,0.0,0.0
1,51,38,1.0,1,1,0.0,0.0
2,51,38,1.0,1,1,2.0,1.0
3,51,38,1.0,1,1,1.0,1.0
4,51,38,1.0,1,1,3.0,1.0
5,51,38,1.0,1,1,0.0,0.0
6,51,38,1.0,1,1,2.0,0.0
1,51,38,1.0,1,1,0.0,0.0
2,51,38,1.0,1,1,2.0,0.0
3,51,38,1.0,1,1,3.0,1.0
4,51,38,1.0,1,1,3.0,1.0
5,51,38,1.0,1,1,3.0,1.0
6,51,38,1.0,1,1,0.0,0.0
1,51,38,1.0,1,1,3.0,1.0
2,51,38,1.0,1,1,3.0,1.0
3,51,38,1.0,1,1,3.0,1.0
4,51,38,1.0,1,1,0.0,1.0
5,51,38,1.0,1,1,0.0,0.0
6,51,38,1.0,1,1,2.0,1.0
1,51,38,1.0,1,1,3.0,1.0
2,51,38,1.0,1,1,3.0,1.0
3,51,38,1.0,1,1,3.0,1.0
4,51,38,1.0,1,1,3.0,1.0
5,51,38,1.0,1,1,3.0,1.0
6,51,38,1.0,1,1,0.0,0.0
5,37,36,0.0,2,2,0.0,0.0
6,37,36,0.0,2,2,3.0,1.0
7,37,36,0.0,2,2,0.0,0.0
1,37,36,0.0,2,2,0.0,0.0
2,37,36,0.0,2,2,0.0,0.0
3,37,36,0.0,2,2,3.0,1.0
5,37,36,0.0,2,2,0.0,1.0
6,37,36,0.0,2,2,3.0,1.0
7,37,36,0.0,2,2,1.0,0.0
1,37,36,0.0,2,2,0.0,0.0
2,37,36,0.0,2,2,0.0,1.0
3,37,36,0.0,2,2,3.0,1.0
4,37,36,0.0,2,2,3.0,1.0
5,37,36,0.0,2,2,0.0,0.0
6,37,36,0.0,2,2,3.0,1.0
7,37,36,0.0,2,2,0.0,1.0
1,37,36,0.0,2,2,0.0,1.0
2,37,36,0.0,2,2,0.0,0.0
3,37,36,0.0,2,2,0.0,1.0
4,37,36,0.0,2,2,3.0,1.0
5,37,36,0.0,2,2,0.0,1.0
6,37,36,0.0,2,2,0.0,1.0
7,37,36,0.0,2,2,1.0,1.0
1,37,36,0.0,2,2,3.0,1.0
2,37,36,0.0,2,2,0.0,0.0
3,37,36,0.0,2,2,3.0,1.0
4,37,36,0.0,2,2,3.0,1.0
5,37,36,0.0,2,2,3.0,1.0
6,37,36,0.0,2,2,3.0,1.0
7,37,36,0.0,2,2,3.0,1.0
5,36,36,0.0,1,1,3.0,1.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,0.0,0.0
1,36,36,0.0,1,1,0.0,1.0
2,36,36,0.0,1,2,3.0,1.0
3,36,36,0.0,1,2,0.0,0.0
4,36,36,0.0,1,1,0.0,0.0
5,36,36,0.0,1,1,0.0,0.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,0.0,0.0
1,36,36,0.0,1,1,0.0,0.0
4,36,36,0.0,1,1,0.0,0.0
5,36,36,0.0,1,1,0.0,1.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,0.0,1.0
1,36,36,0.0,1,1,3.0,1.0
2,36,36,0.0,1,2,0.0,0.0
3,36,36,0.0,1,2,0.0,0.0
4,36,36,0.0,1,1,3.0,1.0
5,36,36,0.0,1,1,0.0,1.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,0.0,0.0
1,36,36,0.0,1,1,0.0,0.0
4,36,36,0.0,1,1,0.0,0.0
5,36,36,0.0,1,1,0.0,0.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,3.0,1.0
5,36,36,0.0,1,1,3.0,1.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,3.0,1.0
1,36,36,0.0,1,1,1.0,0.0
2,36,36,0.0,2,2,3.0,1.0
3,36,36,0.0,2,2,3.0,1.0
4,36,36,0.0,1,1,0.0,0.0
5,36,36,0.0,1,1,0.0,0.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,0.0,0.0
1,36,36,0.0,1,1,0.0,0.0
4,36,36,0.0,1,1,1.0,0.0
5,36,36,0.0,1,1,3.0,1.0
6,36,36,0.0,1,1,0.0,1.0
7,36,36,0.0,1,1,3.0,0.0
1,36,36,0.0,1,1,3.0,1.0
2,36,36,0.0,2,2,0.0,0.0
4,36,36,0.0,1,1,3.0,1.0
5,36,36,0.0,1,1,0.0,0.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,3.0,1.0
4,36,36,0.0,1,1,0.0,0.0
5,36,36,0.0,1,1,0.0,0.0
6,36,36,0.0,1,1,0.0,0.0
7,36,36,0.0,1,1,3.0,1.0
5,36,39,0.0,1,1,1.0,0.0
6,36,39,0.0,1,1,0.0,0.0
1,36,39,0.0,1,1,2.0,1.0
2,36,39,0.0,1,1,3.0,1.0
3,36,39,0.0,1,1,0.0,0.0
4,36,39,0.0,1,1,0.0,1.0
5,36,39,0.0,1,1,0.0,0.0
6,36,39,0.0,1,1,0.0,0.0
7,36,39,0.0,1,1,0.0,0.0
1,36,39,0.0,1,1,0.0,0.0
2,36,39,0.0,1,1,0.0,0.0
3,36,39,0.0,1,1,0.0,1.0
4,36,39,0.0,1,1,0.0,0.0
5,36,39,0.0,1,1,0.0,1.0
6,36,39,0.0,1,1,0.0,0.0
7,36,39,0.0,1,1,0.0,1.0
1,36,39,0.0,1,1,0.0,0.0
2,36,39,0.0,1,1,1.0,1.0
3,36,39,0.0,1,1,0.0,0.0
4,36,39,0.0,1,1,0.0,1.0
5,36,39,0.0,1,1,0.0,0.0
6,36,39,0.0,1,1,0.0,0.0
7,36,39,0.0,1,1,0.0,0.0
1,36,39,0.0,1,1,0.0,1.0
2,36,39,0.0,1,1,3.0,1.0
3,36,39,0.0,1,1,0.0,0.0
4,36,39,0.0,1,1,3.0,1.0
5,36,39,0.0,1,1,0.0,0.0
6,36,39,0.0,1,1,3.0,1.0
7,36,39,0.0,1,1,3.0,1.0
5,39,36,0.0,1,1,3.0,1.0
6,39,36,0.0,1,1,2.0,1.0
1,39,36,0.0,1,1,2.0,1.0
2,39,36,0.0,1,1,3.0,1.0
3,39,36,0.0,1,1,3.0,1.0
4,39,36,0.0,1,1,3.0,1.0
5,39,36,0.0,1,1,0.0,1.0
6,39,36,0.0,1,1,0.0,0.0
7,39,36,0.0,1,1,0.0,0.0
1,39,36,0.0,1,1,0.0,0.0
2,39,36,0.0,1,1,0.0,0.0
4,39,36,0.0,1,1,0.0,0.0
5,39,36,0.0,1,1,3.0,1.0
7,39,36,0.0,1,1,2.0,0.0
1,39,36,0.0,1,1,3.0,1.0
2,39,36,0.0,1,1,3.0,1.0
3,39,36,0.0,1,1,2.0,0.0
4,39,36,0.0,1,1,2.0,1.0
5,39,36,0.0,1,1,0.0,0.0
6,39,36,0.0,1,1,0.0,0.0
7,39,36,0.0,1,1,0.0,0.0
1,39,36,0.0,1,1,3.0,1.0
2,39,36,0.0,1,1,3.0,1.0
3,39,36,0.0,1,1,3.0,1.0
4,39,36,0.0,1,1,3.0,1.0
5,39,36,0.0,1,1,2.0,1.0
6,39,36,0.0,1,1,3.0,1.0
7,39,36,0.0,1,1,3.0,1.0
5,36,72,1.0,1,1,1.0,1.0
7,36,72,1.0,1,1,0.0,0.0
1,36,72,1.0,1,1,0.0,0.0
2,36,72,1.0,1,1,1.0,0.0
3,36,72,1.0,1,1,0.0,1.0
4,36,72,1.0,1,1,3.0,1.0
5,36,72,1.0,1,1,0.0,1.0
7,36,72,1.0,1,1,3.0,1.0
1,36,72,1.0,1,1,1.0,0.0
2,36,72,1.0,1,1,1.0,0.0
3,36,72,1.0,1,1,0.0,0.0
4,36,72,1.0,1,1,3.0,1.0
5,36,72,1.0,1,1,0.0,0.0
7,36,72,1.0,1,1,0.0,0.0
1,36,72,1.0,1,1,0.0,0.0
2,36,72,1.0,1,1,3.0,0.0
3,36,72,1.0,1,1,0.0,0.0
4,36,72,1.0,1,1,3.0,1.0
5,36,72,1.0,1,1,0.0,0.0
7,36,72,1.0,1,1,0.0,0.0
1,36,72,1.0,1,1,0.0,0.0
2,36,72,1.0,1,1,3.0,1.0
3,36,72,1.0,1,1,0.0,1.0
4,36,72,1.0,1,1,3.0,1.0
5,36,72,1.0,1,1,2.0,0.0
7,36,72,1.0,1,1,3.0,1.0
5,72,36,1.0,1,2,3.0,1.0
7,72,36,1.0,1,2,0.0,0.0
1,72,36,1.0,1,2,3.0,1.0
2,72,36,1.0,1,2,0.0,0.0
3,72,36,1.0,1,2,3.0,1.0
4,72,36,1.0,1,2,3.0,1.0
5,72,36,1.0,1,2,3.0,1.0
7,72,36,1.0,1,2,2.0,0.0
1,72,36,1.0,1,2,0.0,0.0
2,72,36,1.0,1,2,0.0,0.0
3,72,36,1.0,1,2,3.0,1.0
4,72,36,1.0,1,2,3.0,1.0
5,72,36,1.0,1,2,0.0,1.0
7,72,36,1.0,1,2,3.0,1.0
1,72,36,1.0,1,2,0.0,0.0
2,72,36,1.0,1,2,0.0,0.0
4,72,36,1.0,1,2,3.0,1.0
5,72,36,1.0,1,2,0.0,0.0
7,72,36,1.0,1,2,0.0,0.0
1,72,36,1.0,1,2,3.0,1.0
2,72,36,1.0,1,2,2.0,1.0
3,72,36,1.0,1,2,3.0,1.0
4,72,36,1.0,1,2,3.0,1.0
5,72,36,1.0,1,2,0.0,0.0
7,72,36,1.0,1,2,3.0,1.0
5,36,33,0.0,1,1,0.0,1.0
6,36,33,0.0,1,1,0.0,0.0
7,36,33,0.0,1,1,0.0,0.0
1,36,33,0.0,1,1,0.0,0.0
2,36,33,0.0,1,1,0.0,0.0
3,36,33,0.0,1,1,0.0,1.0
4,36,33,0.0,1,1,0.0,0.0
5,36,33,0.0,1,1,0.0,0.0
6,36,33,0.0,1,1,0.0,0.0
7,36,33,0.0,1,1,3.0,1.0
1,36,33,0.0,1,1,0.0,0.0
2,36,33,0.0,1,1,0.0,0.0
3,36,33,0.0,1,1,0.0,0.0
4,36,33,0.0,1,1,0.0,0.0
5,36,33,0.0,1,1,0.0,1.0
6,36,33,0.0,1,1,0.0,0.0
7,36,33,0.0,1,1,0.0,0.0
1,36,33,0.0,1,1,0.0,0.0
2,36,33,0.0,1,1,0.0,0.0
3,36,33,0.0,1,1,3.0,1.0
4,36,33,0.0,1,1,3.0,1.0
5,36,33,0.0,1,1,0.0,1.0
6,36,33,0.0,1,1,0.0,0.0
7,36,33,0.0,1,1,0.0,0.0
1,36,33,0.0,1,1,3.0,0.0
2,36,33,0.0,1,1,2.0,0.0
3,36,33,0.0,1,1,0.0,0.0
4,36,33,0.0,1,1,0.0,1.0
5,36,33,0.0,1,1,0.0,0.0
6,36,33,0.0,1,1,0.0,0.0
7,36,33,0.0,1,1,0.0,0.0
5,38,44,0.0,1,1,0.0,0.0
1,38,44,0.0,1,1,0.0,0.0
2,38,44,0.0,1,1,0.0,1.0
3,38,44,0.0,1,1,0.0,1.0
4,38,44,0.0,1,1,3.0,1.0
5,38,44,0.0,1,1,0.0,0.0
1,38,44,0.0,1,1,0.0,0.0
2,38,44,0.0,1,1,0.0,0.0
3,38,44,0.0,1,1,3.0,1.0
4,38,44,0.0,1,1,3.0,1.0
5,38,44,0.0,1,1,1.0,0.0
1,38,44,0.0,1,1,0.0,0.0
2,38,44,0.0,1,1,0.0,0.0
3,38,44,0.0,1,1,0.0,0.0
4,38,44,0.0,1,1,0.0,0.0
5,38,44,0.0,1,1,0.0,0.0
1,38,44,0.0,1,1,3.0,1.0
2,38,44,0.0,1,1,3.0,1.0
3,38,44,0.0,1,1,0.0,0.0
4,38,44,0.0,1,1,0.0,0.0
5,38,44,0.0,1,1,0.0,0.0
5,44,36,0.0,0,1,0.0,0.0
6,44,36,0.0,0,1,0.0,0.0
7,44,36,0.0,0,1,0.0,1.0
1,44,36,0.0,0,1,0.0,0.0
2,44,36,0.0,0,1,0.0,1.0
3,44,36,0.0,0,1,0.0,0.0
4,44,36,0.0,0,1,0.0,1.0
5,44,36,0.0,0,1,0.0,1.0
6,44,36,0.0,0,1,0.0,0.0
7,44,36,0.0,0,1,0.0,1.0
1,44,36,0.0,0,1,0.0,1.0
2,44,36,0.0,0,1,0.0,0.0
3,44,36,0.0,0,1,0.0,0.0
4,44,36,0.0,0,1,0.0,0.0
5,44,36,0.0,0,1,0.0,0.0
6,44,36,0.0,0,1,0.0,0.0
7,44,36,0.0,0,1,0.0,0.0
1,44,36,0.0,0,1,0.0,0.0
2,44,36,0.0,0,1,0.0,1.0
3,44,36,0.0,0,1,3.0,1.0
4,44,36,0.0,0,1,0.0,1.0
5,44,36,0.0,0,1,0.0,0.0
6,44,36,0.0,0,1,0.0,0.0
7,44,36,0.0,0,1,0.0,0.0
1,44,36,0.0,0,1,0.0,0.0
2,44,36,0.0,0,1,0.0,0.0
3,44,36,0.0,0,1,3.0,1.0
4,44,36,0.0,0,1,0.0,1.0
5,44,36,0.0,0,1,3.0,1.0
6,44,36,0.0,0,1,0.0,0.0
7,44,36,0.0,0,1,3.0,1.0
5,36,44,0.0,1,1,0.0,0.0
7,36,44,0.0,1,2,0.0,0.0
1,36,44,0.0,1,1,0.0,0.0
2,36,44,0.0,1,2,0.0,1.0
4,36,44,0.0,1,1,0.0,0.0
5,36,44,0.0,1,1,3.0,1.0
7,36,44,0.0,1,1,3.0,0.0
1,36,44,0.0,1,1,0.0,0.0
2,36,44,0.0,1,2,3.0,1.0
4,36,44,0.0,1,1,0.0,0.0
5,36,44,0.0,1,1,1.0,1.0
7,36,44,0.0,1,1,3.0,1.0
1,36,44,0.0,1,1,0.0,0.0
2,36,44,0.0,1,2,0.0,1.0
